Pantheon,Pronunciation,url,Good/Evil Rating,Celebration or Feast Day,Area of expertise,Associated with,In charge of,Birth and Death Dates,Popularity index,Name means,Name,Alternative names,Area or people,Type,Role,Related Gods,Gender 
Middle Eastern pantheon,Coming soon,https://www.godchecker.com/middle-eastern-mythology/ALLAH/,"GREAT, really beneficial",Unknown at present,"Supreme, Everything",,Everything,,4711,,Allah,['Alaha'],Worldwide — Muslim,Deity,unspecified,"{'Jesus', 'Moses', 'Yahweh', 'Jehovah', 'God'}","Sorry, we don't know"
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/BLESSED-ANNE-OF-ST-BARTHOLOMEW/,Unknown at present,June 7th,,,,1549-1626,951,,Anne of St Bartholomew,['unspecified'],,Saint,Unknown at present,{'Teresa of Ávila'},Female
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/ABEONA/,Unknown at present,Unknown at present,Protection,,Protection,,3106,,Abeona,['unspecified'],,Goddess,unspecified,set(),Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-MELETIUS-OF-ANTIOCH/,Unknown at present,Unknown at present,,,,???-381,636,,Meletius of Antioch,['unspecified'],,Saint,Unknown at present,set(),Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/MICHABO/,Unknown at present,Unknown at present,"Many things, lots of stuff",,Many Things,,3182,,Michabo,['unspecified'],Algonquin people of the Anishinaabe group,God,unspecified,"{'Manabozho', 'Otter', 'Raven', 'Muskrat'}",Male
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/BALOR/,"BAD, best avoided",Unknown at present,Death,,Death,,5265,,Balor,['Balar'],,Demon,unspecified,"{'Cían', 'Lugh', 'Ethlinn'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/SEDIT/,Unknown at present,Unknown at present,"Trickster, Mischief, Mayhem",,Mayhem,,2097,,Sedit,['unspecified'],Wintun,God,unspecified,"{'Coyote', 'Olelbis'}",Male
Finnish pantheon,Coming soon,https://www.godchecker.com/finnish-mythology/TUONI/,Unknown at present,Unknown at present,Underworld,,the Underworld,,4697,,Tuoni,['unspecified'],,God,unspecified,"{'Tuonela', 'Tuonetar'}",Male
Finnish pantheon,Coming soon,https://www.godchecker.com/finnish-mythology/METSANHALTIJA/,Unknown at present,Unknown at present,Nature,,Nature,,2183,,Metsänhaltija,"['Metsän-Haltija', 'Metsanhaltia']",,Spirit,unspecified,{'Haltija'},"Sorry, we don't know"
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-EUSEBIUS-OF-CREMONA/,Unknown at present,May 5th,,,,???-423,725,,Eusebius of Cremona,['unspecified'],,Saint,Unknown at present,{'Jerome'},Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/POMONA/,Unknown at present,Unknown at present,Trees,,Trees,,1486,,Pomona,['unspecified'],,Goddess,unspecified,{'Vertumnus'},Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/DIONYSUS/,Unknown at present,Unknown at present,Drunkenness,,Inebriation,,10617,,Dionysus,"['Bromios', 'Dionysos', 'Dithyrambos']",,God,unspecified,"{'Hera', 'Bacchus', 'Rhea', 'Liber', 'Semele', 'Silenus', 'Maenads', 'Nymphs', 'Athamas', 'Ariadne', 'Ino', 'Zeus', 'Titans', 'Persephone'}",Male
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/CRUNNIUC/,Unknown at present,Unknown at present,,,,,1543,,Crunniuc,"['Cronnchu', 'Cruinn', 'Cruinniuc', 'Crunnchu']",,God,Unknown at present,set(),Male
Buddhist pantheon,Coming soon,https://www.godchecker.com/buddhist-mythology/JIKOKU-TEN/,"NEUTRAL, may not care",Unknown at present,,,,,1725,,Jikoku-ten,"['Jikoku', 'Jikokuten']",,God,Unknown at present,{'Shitenno'},Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/WEYWOT/,Unknown at present,Unknown at present,"Sky, Skies",,the Sky,,2437,,Weywot,['unspecified'],Tongva/Gabrielino tribe of Southern California,God,unspecified,"{'Chehooit', 'Quaoar'}",Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/SHESHA/,"OKAY, not bad",Unknown at present,Snakes,,Snakes,,5739,,Shesha,"['Adishesha', 'Ananta Shesha', 'Śesha']",,God,🐍,"{'Vishnu', 'Nagas', 'Vâsuki', 'Shiva', 'Kadrû'}",Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/RUGIU-BOBA/,"NEUTRAL, may not care",Unknown at present,Harvests,,Harvests,,1428,,Rugiu Boba,['unspecified'],Lithuania,Goddess,unspecified,set(),Female
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/AINGE/,Unknown at present,Unknown at present,,,,,1892,,Ainge,['unspecified'],,Goddess,Unknown at present,set(),Female
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/FERONIA/,"NEUTRAL, may not care",Unknown at present,,,,,1424,,Feronia,['unspecified'],,Goddess,Unknown at present,set(),Female
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/WERE/,"GOOD, quite approachable",Unknown at present,"Many things, lots of stuff",,Many Things,,2126,,Were,"['Wuona', 'Wuonji', 'Wuonkwere', 'Wuonoru']",Luo people of Kenya,God,unspecified,set(),Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/NECESSITAS/,Unknown at present,Unknown at present,Good Fortune,,Good Luck,,1802,,Necessitas,['unspecified'],,Goddess,unspecified,set(),Female
Zoroastrian pantheon,Coming soon,https://www.godchecker.com/zoroastrian-mythology/AHURANI/,Unknown at present,Unknown at present,Water,,Water,,2723,,Ahurani,['unspecified'],Persia,Goddess,unspecified,{'Ahura Mazda'},Female
Melanesian pantheon,Coming soon,https://www.godchecker.com/melanesian-mythology/OMA-RUMUFA/,Unknown at present,Unknown at present,"Supreme, Everything",,Everything,,1580,,Oma Rumufa,"['Black Way', 'Fo']",Siane people of Papua New Guinea,God,unspecified,set(),Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/BRAGI/,Unknown at present,Unknown at present,Poetry,,Poetry,,3360,,Bragi,['Brage'],,God,unspecified,"{'Gunnlod', 'Kvasir'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/DOQUEBUTH/,Unknown at present,Unknown at present,,,,,1038,,Doquebuth,['unspecified'],Skagit,legendary mortal,Unknown at present,{'Noah'},Male
Chinese pantheon,Sway Jjun,https://www.godchecker.com/chinese-mythology/SUI-REN/,Unknown at present,Unknown at present,"Cooking, Cuisine",,Cooking,,3002,,Sui Ren,"['Sui-Ren-Shi', 'Yen-Di', 'Yen-Ti']",,God,unspecified,"{'Shennong', 'San Huang', 'Fuxi'}",Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/RADGRIDR/,Unknown at present,Unknown at present,"Psychopomp, Ferryman, Death",,Escorting Souls,,3588,,Radgridr,"['Radgrid', 'Rádgrídr', 'Ráðgríðr']",,Spirit,unspecified,{'Valkyries'},Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/ERYMANTHIAN-BOAR/,Unknown at present,Unknown at present,,,,,1914,,Erymanthian Boar,['Erymanthean-Boar'],,fabulous creature,Unknown at present,"{'Heracles', 'Chiron', 'Typhon', 'Ceryneian Hind', 'Eurystheus', 'Echidna', 'Augean Stables', 'Dionysus', 'Hydra'}",Male
Vodou pantheon,Coming soon,https://www.godchecker.com/vodou-mythology/AGWE/,"OKAY, not bad",Unknown at present,"Sea, Seas, Ocean, Oceans",,the Ocean,,9457,,Agwé,"['Agoué', 'Agoué-Taroyo', 'Agoueh']",Haiti,God,unspecified,{'La Sirene'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-ANDREW-DUNG-LAC/,Unknown at present,November 24th,,,,1785-1839,871,,Andrew Dung-Lac,['André Dũng-Lạc'],,Saint,Unknown at present,set(),Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/POLLUX/,"NEUTRAL, may not care",Unknown at present,Hero,,Heroics,,1941,,Pollux,['Polydeuces'],,God,unspecified,"{'Castor', 'Dioscuri'}",Male
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/THANR/,Unknown at present,Unknown at present,Childbirth,,Birth,,1146,,Thanr,['Thanur'],,Goddess,unspecified,{'Menrva'},Female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/TITHONUS/,"NEUTRAL, may not care",Unknown at present,Insects,,Insects,,31552,,Tithonus,['unspecified'],,God,unspecified,{'Eos'},Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/ALCMENA/,Unknown at present,Unknown at present,,,,,2007,,Alcmena,['Alcmene'],,legendary mortal,Unknown at present,set(),Female
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/OMACATL/,"OKAY, not bad",Unknown at present,Food,,Food,,2385,,Omacatl,['unspecified'],,God,unspecified,{'Tezcatlipoca'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-PHILIP/,Unknown at present,Unknown at present,,,,???-080,658,,Philip,['Philip The Apostle'],,Saint,Unknown at present,{'Jesus'},Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-MADRON/,Unknown at present,Unknown at present,,,,???-540,1229,,Madron,"['Madern', 'Madron Of Cornwall']",,Saint,Unknown at present,set(),Male
Maya pantheon,Coming soon,https://www.godchecker.com/maya-mythology/HACHAKYUM/,Unknown at present,Unknown at present,,,,,2600,,Hachakyum,"['Hacha-Kyum', 'Hachacyum']",,God,Unknown at present,{'Ac Yanto'},Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/APISIRAHTS/,Unknown at present,Unknown at present,"Evening Star, Venus, planet",Venus,the Planet Venus,,1562,,Apisirahts,['unspecified'],Blackfoot,God,unspecified,set(),Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/FROST-GIANTS/,Unknown at present,Unknown at present,,,,,13989,,Frost Giants,"['Ice Giants', 'Jotnar', 'Jötunn']",,fabulous creatures,Unknown at present,"{'Niflheim', 'Jotunheim', 'Geirrod', 'Bestla', 'Thiassi', 'Vafthrudnir', 'Ymir'}",Male and female
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/PASITHEA/,"NEUTRAL, may not care",Unknown at present,Meditation,,Meditating,,6899,,Pasithea,['unspecified'],,Goddess,unspecified,"{'Morpheus', 'Phantasos', 'Hypnos', 'Phobetor', 'Graces'}",Female
Irish pantheon,Coming soon,https://www.godchecker.com/irish-mythology/FIONN-MAC-CUMHAILL/,"GOOD, quite approachable",Unknown at present,Hero,,Heroics,,4770,,Fionn mac Cumhaill,"['Finn Mac Cool', 'Finn Mac Cumail', 'Finn Maccooill', 'Finn Maccool', 'Finn Maccoul', 'Finn Mccool']",,legendary mortal,unspecified,"{'Oisín', 'Salmon of Knowledge', 'Benandonner'}",Male
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/AMICITIA/,"NEUTRAL, may not care",Unknown at present,Harmony,,Harmony,,2652,,Amicitia,['Friendship'],,Goddess,unspecified,set(),Female
Roman pantheon,Coming soon,https://www.godchecker.com/roman-mythology/EVANDER/,Unknown at present,Unknown at present,"Writing, Literature, Words",,Words and Writing,,1756,,Evander,['unspecified'],,God,unspecified,"{'Mercury', 'Carmenta'}",Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/HYNDLA/,"NEUTRAL, may not care",Unknown at present,Unknown,,Unknown,,2053,,Hyndla,['unspecified'],,Goddess,unspecified,{'Freya'},Female
Australian Aboriginal pantheon,Coming soon,https://www.godchecker.com/australian-aboriginal-mythology/MAMU/,"BAD, best avoided",Unknown at present,Destruction,,Destruction,,3725,,Mamu,['unspecified'],Central Australia,Demon,unspecified,set(),Male
Maori pantheon,Coming soon,https://www.godchecker.com/maori-mythology/WAI-ORA-A-TANE/,Unknown at present,Unknown at present,Good Health,,Good Health,,1731,,Wai-ora-a-tane,['Waiora'],Polynesia,legendary place,unspecified,set(),Female
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/OBASSI-NSI/,"NEUTRAL, may not care",Unknown at present,,,,,2257,,Obassi Nsi,['unspecified'],Ekoi people of Nigeria,God,Unknown at present,{'Obassi Osaw'},Male
Micronesian pantheon,Coming soon,https://www.godchecker.com/micronesian-mythology/TE-NAO/,"NEUTRAL, may not care",Unknown at present,"Sea, Seas, Ocean, Oceans",,the Ocean,,1248,,Te Nao,['unspecified'],Kiribati aka Gilbert Islands in Micronesia,God,unspecified,set(),Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/UNCEGILA/,Unknown at present,Unknown at present,,,,,5468,,Uncegila,"['Unk Cekula', 'Unktehi']",Sioux,fabulous creature,Unknown at present,set(),Female
Mesopotamian pantheon,Coming soon,https://www.godchecker.com/mesopotamian-mythology/NINLIL/,Unknown at present,Unknown at present,Air,,the Air,,1912,,Ninlil,['unspecified'],Akkadia,Goddess,unspecified,"{'Enlil', 'Nanna'}",Female
Japanese pantheon,Coming soon,https://www.godchecker.com/japanese-mythology/AJISUKITAKAHIKONE/,"NEUTRAL, may not care",Unknown at present,Thunder,,Thunder,,2467,,Ajisukitakahikone,"['Aji-Suki-Taka-Hiko-Ne', 'Ajishikitakahikone-No-Kami']",,God,unspecified,set(),Male
Greek pantheon,Coming soon,https://www.godchecker.com/greek-mythology/CELAENO-2/,"NEUTRAL, may not care",Unknown at present,"Star, Stars",,Stars,,2378,,Celaeno (2),"['Celoneo', 'Kelaino']",,Spirit,unspecified,"{'Celaeno', 'Pleiades', 'Pleione', 'Atlas', 'Poseidon'}",Female
Finnish pantheon,Coming soon,https://www.godchecker.com/finnish-mythology/PAIVATAR/,Unknown at present,Unknown at present,Summer,,Summer,,3052,,Päivätär,"['Päivä', 'Päivyt']",,Goddess,unspecified,{'Ilmatar'},Female
African pantheon,Coming soon,https://www.godchecker.com/african-mythology/MUSSO-KORONI/,"NOT OKAY, be careful",Unknown at present,"Discord, Strife, Disharmony",,Strife,,3391,,Musso-koroni,['unspecified'],Bambara of Mali,Goddess,unspecified,set(),Female
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/BRIGHUS/,"GOOD, quite approachable",Unknown at present,Lightning,,Lightning,,1500,,Brighus,"['Bhargavas', 'Bhrighus']",,God,🌩️,"{'Bhrigu', 'Agni'}",Male
Egyptian pantheon,Coming soon,https://www.godchecker.com/egyptian-mythology/DUA/,"NEUTRAL, may not care",Unknown at present,Toilets,,Lavatories,,3221,,Dua,['unspecified'],,God,unspecified,set(),Male
Buddhist pantheon,Coming soon,https://www.godchecker.com/buddhist-mythology/CHENREZIG/,"GOOD, quite approachable",Unknown at present,Compassion,,Compassion,,1983,,Chenrezig,"['Chenresig', 'Chenresik', 'Chenrezik', 'Spyan-Ras-Gzigs']",,God,unspecified,"{'Avalokitesvara', 'Bodhisattvas', 'Dalai Lama'}",Male
Buddhist pantheon,Goo-arn Yeen,https://www.godchecker.com/buddhist-mythology/GUANYIN/,"NEUTRAL, may not care",Unknown at present,Protection,,Protection,,11134,,Guanyin,"['Guan Yin', 'Guanshiyin', 'Gun-Yam', 'Kuan-Yin', 'Kwan-Yin', 'Kwun-Yam']",,Goddess,unspecified,"{'Kannon', 'Avalokitesvara', 'Monkey', 'Buddha', 'Bodhisattvas'}",Female
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/TURMS/,"NEUTRAL, may not care",Unknown at present,Messenger,,Messages,,1551,,Turms,['unspecified'],,God,unspecified,"{'Mercury', 'Hermes'}",Male
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/WAKAN-TANKA/,Unknown at present,Unknown at present,Creation,,Creating,,11929,,Wakan Tanka,"['Wakanda', 'Wakonda']",Lakota tribe of the Sioux people of Dakota,God,unspecified,{'Waukheon'},Male
Welsh pantheon,Coming soon,https://www.godchecker.com/welsh-mythology/BRANWEN/,"GOOD, quite approachable",Unknown at present,Messenger,,Messages,,2410,,Branwen,['unspecified'],,legendary mortal,unspecified,"{'Efnisien', 'Brân', 'Manawydan'}",Female
Aztec pantheon,Coming soon,https://www.godchecker.com/aztec-mythology/TONATIUH/,"GOOD, quite approachable",Unknown at present,Sun,,the Sun,,4128,,Tonatiuh,['unspecified'],,God,🌞,"{'Nanautzin', 'Tlahuizcalpantecuhtli'}",Male
Siberian pantheon,Coming soon,https://www.godchecker.com/siberian-mythology/BUGA/,Unknown at present,Unknown at present,"Supreme, Everything",,Everything,,3091,,Buga,['unspecified'],Evenki (formerly Tungus) people of Siberia,God,unspecified,set(),Male
Hindu pantheon,Coming soon,https://www.godchecker.com/hindu-mythology/BRAHMAN/,"NEUTRAL, may not care",Unknown at present,,,,,1824,,Brahman,['unspecified'],,concept,Unknown at present,set(),"Sorry, we don't know"
Celtic pantheon,Coming soon,https://www.godchecker.com/celtic-mythology/LUGUS/,"OKAY, not bad",Unknown at present,Sun,,the Sun,,2201,,Lugus,['unspecified'],Welsh,God,🌞,"{'Lugh', 'Lleu Llaw Gyffes'}",Male
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-SAMSON-OF-DOL/,Unknown at present,Unknown at present,,,,525-565,707,,Samson of Dol,['Samson Of Brittany'],,Saint,Unknown at present,set(),Male
Norse pantheon,Coming soon,https://www.godchecker.com/norse-mythology/GUNNR/,"NEUTRAL, may not care",Unknown at present,"Psychopomp, Ferryman, Death",,Escorting Souls,,2894,,Gunnr,"['Guðr', 'Guinn', 'Gunn']",,Spirit,unspecified,{'Valkyries'},Female
Christian pantheon,Coming soon,https://www.godchecker.com/christian-mythology/SAINT-DAMIAN/,Unknown at present,September 26th,,,,???-287,820,,Damian,['Dimyan'],,Saint,Unknown at present,{'Cosmas'},Male
Germanic pantheon,Coming soon,https://www.godchecker.com/germanic-mythology/WILD-HUNT/,"NEUTRAL, may not care",Unknown at present,,,,,1848,,Wild Hunt,['unspecified'],,legendary event,Unknown at present,"{'Sleipnir', 'Thor', 'Odin', 'Woden', 'Santa Claus'}",Male
Hawaiian pantheon,Coming soon,https://www.godchecker.com/hawaiian-mythology/MILU/,Unknown at present,Unknown at present,Underworld,,the Underworld,,7449,,Milu,"['Miro', 'Miru']",Hawaii,Spirit,unspecified,set(),Male and female
Etruscan pantheon,Coming soon,https://www.godchecker.com/etruscan-mythology/CALU/,Unknown at present,Unknown at present,Underworld,,the Underworld,,1760,,Calu,['unspecified'],,God,unspecified,set(),Male
Lithuanian pantheon,Coming soon,https://www.godchecker.com/lithuanian-mythology/AUSRINE/,"NEUTRAL, may not care",Unknown at present,"Evening Star, Venus, planet",Venus,the Planet Venus,,5116,,Ausrine,"['Aušrinė', 'Austerine']",Lithuania,Goddess,unspecified,"{'Menuo', 'Saule'}",Female
Iroquois pantheon,Coming soon,https://www.godchecker.com/iroquois-mythology/ADEKAGAGWAA/,Unknown at present,Unknown at present,Summer,,Summer,,2344,,Adekagagwaa,['unspecified'],Iroquois aka Haudenosaunee,Spirit,unspecified,set(),Male
South American pantheon,Coming soon,https://www.godchecker.com/south-american-mythology/AGUARA-TUNPA/,Unknown at present,Unknown at present,Chocolate,,Chocolate,,2532,,Aguara-tunpa,['Aguara'],Ava Guaraní (formerly Chiriguanos) people of Bolivia,God,unspecified,set(),Male
Finnish pantheon,Coming soon,https://www.godchecker.com/finnish-mythology/LOUHI/,Unknown at present,Unknown at present,Evil,,Evil,,4380,,Louhi,['unspecified'],,Goddess,unspecified,"{'Sampo', 'Väinämöinen', 'Ilmarinen'}",Female
Native American pantheon,Coming soon,https://www.godchecker.com/native-american-mythology/GLOOSKAP/,Unknown at present,Unknown at present,Nature,,Nature,,8904,,Glooskap,"['Glooscap', 'Gluscabe', 'Gluscabi', 'Gluskab', 'Gluskabe', 'Gluskap']",Abenaki people of Northeast America,God,unspecified,"{'Tabaldak', 'Manabozho', 'Malsumis', 'Kloskurbeh'}",Male
